Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0019883,antigen processing and presentation of endogenous antigen,19_GO:0002376 immune system process,-6.9,13,9.5,16289,31,325,8,2.5,0.86,12010|14964|14972|15018|15040|21355|21356|110557,B2m|H2-D1|H2-K1|H2-Q7|H2-T23|Tap2|Tapbp|H2-Q6,-5.3,Pdgfra_low_UP
GO Biological Processes,19,GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,19_GO:0002376 immune system process,-6.8,16,10,16289,22,325,7,2.2,0.81,12010|14960|14961|14969|14998|16149|71779,B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Cd74|Marchf8,-5.2,Pdgfra_low_UP
GO Biological Processes,19,GO:0001913,T cell mediated cytotoxicity,19_GO:0002376 immune system process,-6.8,16,10,16289,22,325,7,2.2,0.81,12010|13032|14964|14972|15040|20723|21355,B2m|Ctsc|H2-D1|H2-K1|H2-T23|Serpinb9|Tap2,-5.2,Pdgfra_low_UP
GO Biological Processes,19,GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,19_GO:0002376 immune system process,-6.7,15,9.8,16289,23,325,7,2.2,0.81,12010|14960|14961|14969|14998|16149|71779,B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Cd74|Marchf8,-5.1,Pdgfra_low_UP
GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-6.6,2.7,6.1,16289,613,325,33,10,1.7,11475|12010|12043|12505|13032|14102|14165|14960|14961|14969|14998|16000|16149|16195|16196|16452|16803|16911|17311|17973|18595|18829|19883|20296|20720|20971|21929|22038|22329|24047|24099|74748|77125,Acta2|B2m|Bcl2|Cd44|Ctsc|Fas|Fgf10|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Igf1|Cd74|Il6st|Il7|Jak2|Lbp|Lmo4|Kitl|Nck1|Pdgfra|Ccl21a|Rora|Ccl2|Serpine2|Sdc4|Tnfaip3|Plscr1|Vcam1|Ccl19|Tnfsf13b|Slamf8|Il33,-5,Pdgfra_low_UP
GO Biological Processes,19,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,19_GO:0048518 positive regulation of biological process,-6.6,4.8,7,16289,167,325,16,4.9,1.2,11308|12505|14165|14178|14600|16000|16149|16195|16452|17311|18595|18606|19246|23892|76527|233328,Abi1|Cd44|Fgf10|Fgf7|Ghr|Igf1|Cd74|Il6st|Jak2|Kitl|Pdgfra|Enpp2|Ptpn1|Grem1|Il34|Lrrk1,-5,Pdgfra_low_UP
GO Biological Processes,19,GO:0030595,leukocyte chemotaxis,19_GO:0040011 locomotion,-6.4,5.4,7.1,16289,131,325,14,4.3,1.1,13123|16803|17329|18829|20296|20306|20307|20311|20312|24047|55985|74748|109700|238871,Cyp7b1|Lbp|Cxcl9|Ccl21a|Ccl2|Ccl7|Ccl8|Cxcl5|Cx3cl1|Ccl19|Cxcl13|Slamf8|Itga1|Pde4d,-4.9,Pdgfra_low_UP
GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0050789 regulation of biological process,-6.4,2.9,6.1,16289,477,325,28,8.6,1.6,12010|12505|14960|14961|14969|14998|16000|16149|16195|16196|16403|16452|17311|17909|17973|18829|20296|20312|20720|20733|20971|21929|22329|24047|24099|55985|238871|269152,B2m|Cd44|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Igf1|Cd74|Il6st|Il7|Itga6|Jak2|Kitl|Myo10|Nck1|Ccl21a|Ccl2|Cx3cl1|Serpine2|Spint2|Sdc4|Tnfaip3|Vcam1|Ccl19|Tnfsf13b|Cxcl13|Pde4d|Kif26b,-4.9,Pdgfra_low_UP
KEGG Pathway,24,mmu04145,Phagosome - Mus musculus (house mouse),,-6.3,4.9,6.9,16289,155,325,15,4.6,1.2,12266|12317|12330|12475|14960|14961|14964|14969|14972|14998|15018|15040|21355|50909|110557,C3|Calr|Canx|Cd14|H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-DMa|H2-Q7|H2-T23|Tap2|C1ra|H2-Q6,-4.8,Pdgfra_low_UP
GO Biological Processes,19,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.3,6.2,7.3,16289,97,325,12,3.7,1,11535|11820|12010|17329|18829|20296|20306|20307|20311|20312|24047|55985,Adm|App|B2m|Cxcl9|Ccl21a|Ccl2|Ccl7|Ccl8|Cxcl5|Cx3cl1|Ccl19|Cxcl13,-4.8,Pdgfra_low_UP
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-6.3,2.9,6,16289,486,325,28,8.6,1.6,11820|12010|12266|12475|12759|13078|15234|16149|16196|16452|16803|17022|18795|19883|20296|20312|20846|21353|22031|24047|73914|77125|210808|215243|229898|238871|240725|320924,App|B2m|C3|Cd14|Clu|Cyp1b1|Hgf|Cd74|Il7|Jak2|Lbp|Lum|Plcb1|Rora|Ccl2|Cx3cl1|Stat1|Tank|Traf3|Ccl19|Irak3|Il33|Lacc1|Traf3ip3|Gbp5|Pde4d|Sulf1|Ccbe1,-4.8,Pdgfra_low_UP
GO Biological Processes,19,GO:0002428,antigen processing and presentation of peptide antigen via MHC class Ib,19_GO:0002376 immune system process,-6.3,13,9.1,16289,26,325,7,2.2,0.81,12010|14964|14972|15018|15040|21355|110557,B2m|H2-D1|H2-K1|H2-Q7|H2-T23|Tap2|H2-Q6,-4.7,Pdgfra_low_UP
GO Biological Processes,19,GO:0002250,adaptive immune response,19_GO:0002376 immune system process,-6.2,3.1,6.1,16289,405,325,25,7.7,1.5,11658|12010|12258|12263|12266|13032|14102|14960|14961|14964|14969|14972|14998|15040|16149|16452|17476|19698|19883|20723|21355|24099|50908|50909|71779,Alcam|B2m|Serping1|C2|C3|Ctsc|Fas|H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-DMa|H2-T23|Cd74|Jak2|Mpeg1|Relb|Rora|Serpinb9|Tap2|Tnfsf13b|C1s1|C1ra|Marchf8,-4.7,Pdgfra_low_UP
GO Biological Processes,19,GO:0002399,MHC class II protein complex assembly,19_GO:0009987 cellular process,-6.1,25,11,16289,10,325,5,1.5,0.68,12010|14960|14961|14969|14998,B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa,-4.7,Pdgfra_low_UP
GO Biological Processes,19,GO:0002503,peptide antigen assembly with MHC class II protein complex,19_GO:0002376 immune system process,-6.1,25,11,16289,10,325,5,1.5,0.68,12010|14960|14961|14969|14998,B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa,-4.7,Pdgfra_low_UP
GO Biological Processes,19,GO:0002687,positive regulation of leukocyte migration,19_GO:0040011 locomotion,-6.1,4.7,6.7,16289,161,325,15,4.6,1.2,11820|12317|16149|16803|17311|18829|20296|20306|20312|22341|24047|27226|55985|76527|227541,App|Calr|Cd74|Lbp|Kitl|Ccl21a|Ccl2|Ccl7|Cx3cl1|Vegfc|Ccl19|Pla2g7|Cxcl13|Il34|Camk1d,-4.6,Pdgfra_low_UP
KEGG Pathway,24,mmu04061,Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse),,-6,6.5,7.2,16289,85,325,11,3.4,1,16195|17329|18829|20296|20306|20307|20311|20312|24047|55985|76527,Il6st|Cxcl9|Ccl21a|Ccl2|Ccl7|Ccl8|Cxcl5|Cx3cl1|Ccl19|Cxcl13|Il34,-4.5,Pdgfra_low_UP
GO Biological Processes,19,GO:1990869,cellular response to chemokine,19_GO:0050896 response to stimulus,-6,7.3,7.4,16289,69,325,10,3.1,0.96,16948|17329|18829|20296|20306|20307|20311|20312|24047|55985,Lox|Cxcl9|Ccl21a|Ccl2|Ccl7|Ccl8|Cxcl5|Cx3cl1|Ccl19|Cxcl13,-4.5,Pdgfra_low_UP
GO Biological Processes,19,GO:1990868,response to chemokine,19_GO:0050896 response to stimulus,-6,7.3,7.4,16289,69,325,10,3.1,0.96,16948|17329|18829|20296|20306|20307|20311|20312|24047|55985,Lox|Cxcl9|Ccl21a|Ccl2|Ccl7|Ccl8|Cxcl5|Cx3cl1|Ccl19|Cxcl13,-4.5,Pdgfra_low_UP
GO Biological Processes,19,GO:0002252,immune effector process,19_GO:0002376 immune system process,-5.9,2.9,5.8,16289,449,325,26,8,1.5,11820|12010|12258|12263|12266|12759|13032|14102|14961|14962|14964|14972|14998|15040|16149|16803|19698|19883|20723|21355|21929|50908|50909|54519|77125|216161,App|B2m|Serping1|C2|C3|Clu|Ctsc|Fas|H2-Ab1|Cfb|H2-D1|H2-K1|H2-DMa|H2-T23|Cd74|Lbp|Relb|Rora|Serpinb9|Tap2|Tnfaip3|C1s1|C1ra|Apbb1ip|Il33|Sbno2,-4.4,Pdgfra_low_UP
GO Biological Processes,19,GO:0002821,positive regulation of adaptive immune response,19_GO:0002376 immune system process,-5.9,4.8,6.6,16289,145,325,14,4.3,1.1,12010|12266|12505|14961|14964|14972|14998|15018|15040|16149|16452|21355|24099|110557,B2m|C3|Cd44|H2-Ab1|H2-D1|H2-K1|H2-DMa|H2-Q7|H2-T23|Cd74|Jak2|Tap2|Tnfsf13b|H2-Q6,-4.4,Pdgfra_low_UP
GO Biological Processes,19,GO:0002475,antigen processing and presentation via MHC class Ib,19_GO:0002376 immune system process,-5.9,12,8.5,16289,29,325,7,2.2,0.81,12010|14964|14972|15018|15040|21355|110557,B2m|H2-D1|H2-K1|H2-Q7|H2-T23|Tap2|H2-Q6,-4.4,Pdgfra_low_UP
GO Biological Processes,19,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,19_GO:0008152 metabolic process,-5.8,3.8,6.1,16289,240,325,18,5.5,1.3,11308|11820|12505|14165|14178|14600|16000|16149|16195|16196|16452|17311|18595|18606|19246|23892|76527|233328,Abi1|App|Cd44|Fgf10|Fgf7|Ghr|Igf1|Cd74|Il6st|Il7|Jak2|Kitl|Pdgfra|Enpp2|Ptpn1|Grem1|Il34|Lrrk1,-4.3,Pdgfra_low_UP
GO Biological Processes,19,GO:0071621,granulocyte chemotaxis,19_GO:0040011 locomotion,-5.8,6.9,7.2,16289,73,325,10,3.1,0.96,16803|17329|20296|20306|20307|20311|20312|55985|109700|238871,Lbp|Cxcl9|Ccl2|Ccl7|Ccl8|Cxcl5|Cx3cl1|Cxcl13|Itga1|Pde4d,-4.3,Pdgfra_low_UP
GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-5.7,3.1,5.8,16289,373,325,23,7.1,1.4,11475|12010|12043|13032|14165|14960|14961|14969|14998|16000|16149|16195|16196|16452|16803|17311|17973|18829|20296|22329|24047|24099|77125,Acta2|B2m|Bcl2|Ctsc|Fgf10|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Igf1|Cd74|Il6st|Il7|Jak2|Lbp|Kitl|Nck1|Ccl21a|Ccl2|Vcam1|Ccl19|Tnfsf13b|Il33,-4.3,Pdgfra_low_UP
GO Biological Processes,19,GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,19_GO:0002376 immune system process,-5.7,15,9,16289,20,325,6,1.8,0.75,12010|14960|14961|14969|14998|16149,B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Cd74,-4.3,Pdgfra_low_UP
GO Biological Processes,19,GO:0002819,regulation of adaptive immune response,19_GO:0002376 immune system process,-5.7,3.9,6.1,16289,219,325,17,5.2,1.2,12010|12266|12505|14961|14964|14972|14998|15018|15040|16149|16452|21355|21929|24047|24099|77125|110557,B2m|C3|Cd44|H2-Ab1|H2-D1|H2-K1|H2-DMa|H2-Q7|H2-T23|Cd74|Jak2|Tap2|Tnfaip3|Ccl19|Tnfsf13b|Il33|H2-Q6,-4.3,Pdgfra_low_UP
GO Biological Processes,19,GO:0002579,positive regulation of antigen processing and presentation,19_GO:0002376 immune system process,-5.7,21,9.8,16289,12,325,5,1.5,0.68,14961|16149|18829|21355|24047,H2-Ab1|Cd74|Ccl21a|Tap2|Ccl19,-4.2,Pdgfra_low_UP
GO Biological Processes,19,GO:0070098,chemokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-5.6,7.6,7.3,16289,59,325,9,2.8,0.91,17329|18829|20296|20306|20307|20311|20312|24047|55985,Cxcl9|Ccl21a|Ccl2|Ccl7|Ccl8|Cxcl5|Cx3cl1|Ccl19|Cxcl13,-4.2,Pdgfra_low_UP
GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-5.6,3.1,5.8,16289,352,325,22,6.8,1.4,12010|12043|13032|14165|14960|14961|14969|14998|16000|16149|16195|16196|16452|16803|17311|17973|18829|20296|22329|24047|24099|77125,B2m|Bcl2|Ctsc|Fgf10|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Igf1|Cd74|Il6st|Il7|Jak2|Lbp|Kitl|Nck1|Ccl21a|Ccl2|Vcam1|Ccl19|Tnfsf13b|Il33,-4.2,Pdgfra_low_UP
GO Biological Processes,19,GO:0034612,response to tumor necrosis factor,19_GO:0050896 response to stimulus,-5.6,4.9,6.4,16289,133,325,13,4,1.1,11797|12475|16452|19883|20296|20312|20846|21353|22031|24099|24108|211550|225028,Birc2|Cd14|Jak2|Rora|Ccl2|Cx3cl1|Stat1|Tank|Traf3|Tnfsf13b|Ubd|Tifa|Map4k3,-4.2,Pdgfra_low_UP
GO Biological Processes,19,GO:0042742,defense response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.5,3.6,5.9,16289,250,325,18,5.5,1.3,11535|11820|12010|14469|14972|15439|16803|16819|17105|17472|17476|20723|55985|60440|74748|76074|100702|229898,Adm|App|B2m|Gbp2|H2-K1|Hp|Lbp|Lcn2|Lyz2|Gbp4|Mpeg1|Serpinb9|Cxcl13|Iigp1|Slamf8|Gbp8|Gbp6|Gbp5,-4.1,Pdgfra_low_UP
GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-5.5,2.6,5.5,16289,561,325,29,8.9,1.6,12010|12043|12505|13032|14102|14165|14960|14961|14969|14998|16000|16149|16195|16196|16452|16803|17311|17973|18829|19883|20296|20971|21929|22038|22329|24047|24099|74748|77125,B2m|Bcl2|Cd44|Ctsc|Fas|Fgf10|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Igf1|Cd74|Il6st|Il7|Jak2|Lbp|Kitl|Nck1|Ccl21a|Rora|Ccl2|Sdc4|Tnfaip3|Plscr1|Vcam1|Ccl19|Tnfsf13b|Slamf8|Il33,-4.1,Pdgfra_low_UP
KEGG Pathway,24,mmu05416,Viral myocarditis - Mus musculus (house mouse),,-5.5,6.5,6.9,16289,77,325,10,3.1,0.96,14960|14961|14964|14969|14972|14998|15018|15040|16772|110557,H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-DMa|H2-Q7|H2-T23|Lama1|H2-Q6,-4.1,Pdgfra_low_UP
GO Biological Processes,19,GO:0045321,leukocyte activation,19_GO:0002376 immune system process,-5.5,2.5,5.4,16289,624,325,31,9.5,1.6,11820|12010|12043|12505|12759|14102|14961|14962|14998|15976|16149|16196|16452|16803|16847|17311|17973|18829|19698|19883|20312|21929|24047|24099|24108|51797|54519|74748|77125|79221|216161,App|B2m|Bcl2|Cd44|Clu|Fas|H2-Ab1|Cfb|H2-DMa|Ifnar2|Cd74|Il7|Jak2|Lbp|Lepr|Kitl|Nck1|Ccl21a|Relb|Rora|Cx3cl1|Tnfaip3|Ccl19|Tnfsf13b|Ubd|Ctps1|Apbb1ip|Slamf8|Il33|Hdac9|Sbno2,-4.1,Pdgfra_low_UP
GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-5.5,2.4,5.4,16289,656,325,32,9.8,1.7,11308|11820|12043|12168|12266|12505|14102|14165|14178|14600|15234|16000|16149|16195|16403|16452|16847|16911|17311|18595|18606|19246|20312|22166|22341|23892|24047|67468|76527|108155|233328|238871,Abi1|App|Bcl2|Bmpr2|C3|Cd44|Fas|Fgf10|Fgf7|Ghr|Hgf|Igf1|Cd74|Il6st|Itga6|Jak2|Lepr|Lmo4|Kitl|Pdgfra|Enpp2|Ptpn1|Cx3cl1|Txn1|Vegfc|Grem1|Ccl19|Mmd|Il34|Ogt|Lrrk1|Pde4d,-4.1,Pdgfra_low_UP
GO Biological Processes,19,GO:0050900,leukocyte migration,19_GO:0002376 immune system process,-5.5,3.8,6,16289,226,325,17,5.2,1.2,13123|16403|16803|17311|17329|18829|20296|20306|20307|20311|20312|22329|24047|55985|74748|109700|238871,Cyp7b1|Itga6|Lbp|Kitl|Cxcl9|Ccl21a|Ccl2|Ccl7|Ccl8|Cxcl5|Cx3cl1|Vcam1|Ccl19|Cxcl13|Slamf8|Itga1|Pde4d,-4.1,Pdgfra_low_UP
GO Biological Processes,19,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-5.5,3.4,5.8,16289,277,325,19,5.8,1.3,12010|12258|12263|12266|13032|14102|14961|14964|14972|14998|15040|16149|19698|19883|20723|21355|24099|50908|50909,B2m|Serping1|C2|C3|Ctsc|Fas|H2-Ab1|H2-D1|H2-K1|H2-DMa|H2-T23|Cd74|Relb|Rora|Serpinb9|Tap2|Tnfsf13b|C1s1|C1ra,-4.1,Pdgfra_low_UP
KEGG Pathway,24,mmu04610,Complement and coagulation cascades - Mus musculus (house mouse),,-5.4,6.3,6.8,16289,79,325,10,3.1,0.96,12258|12263|12266|12759|14962|18791|20720|21788|50908|50909,Serping1|C2|C3|Clu|Cfb|Plat|Serpine2|Tfpi|C1s1|C1ra,-4.1,Pdgfra_low_UP
GO Biological Processes,19,GO:0071675,regulation of mononuclear cell migration,19_GO:0040011 locomotion,-5.4,4.7,6.3,16289,138,325,13,4,1.1,11815|11820|12317|18795|18829|20296|20306|20312|23892|27226|55985|74748|76527,Apod|App|Calr|Plcb1|Ccl21a|Ccl2|Ccl7|Cx3cl1|Grem1|Pla2g7|Cxcl13|Slamf8|Il34,-4,Pdgfra_low_UP
GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0008152 metabolic process,-5.4,2.4,5.3,16289,636,325,31,9.5,1.6,11820|12043|12258|12505|12759|13014|13032|14102|16452|16912|16913|18023|18791|20708|20720|20723|20733|20846|21353|21788|21857|22031|66222|68545|69538|77125|108155|233744|238393|282663|320924,App|Bcl2|Serping1|Cd44|Clu|Cstb|Ctsc|Fas|Jak2|Psmb9|Psmb8|Nfe2l1|Plat|Serpinb6b|Serpine2|Serpinb9|Spint2|Stat1|Tank|Tfpi|Timp1|Traf3|Serpinb1a|Ecscr|Antxr1|Il33|Ogt|Spon1|Serpina3f|Serpinb1b|Ccbe1,-4,Pdgfra_low_UP
Reactome Gene Sets,6,R-MMU-1236975,Antigen processing-Cross presentation,,-5.3,6.2,6.7,16289,81,325,10,3.1,0.96,12010|12317|14972|15018|15040|16912|16913|21355|21356|110557,B2m|Calr|H2-K1|H2-Q7|H2-T23|Psmb9|Psmb8|Tap2|Tapbp|H2-Q6,-4,Pdgfra_low_UP
GO Biological Processes,19,GO:0035456,response to interferon-beta,19_GO:0050896 response to stimulus,-5.3,7,6.9,16289,64,325,9,2.8,0.91,14469|15976|20846|60440|68713|80876|100702|215243|240327,Gbp2|Ifnar2|Stat1|Iigp1|Ifitm1|Ifitm2|Gbp6|Traf3ip3|Iigp1c,-4,Pdgfra_low_UP
GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-5.3,2.5,5.3,16289,610,325,30,9.2,1.6,11308|11820|12043|12168|12266|12505|14102|14165|14178|14600|15234|16000|16149|16195|16452|16847|17311|18595|18606|19246|20312|22166|22341|23892|24047|67468|76527|108155|233328|238871,Abi1|App|Bcl2|Bmpr2|C3|Cd44|Fas|Fgf10|Fgf7|Ghr|Hgf|Igf1|Cd74|Il6st|Jak2|Lepr|Kitl|Pdgfra|Enpp2|Ptpn1|Cx3cl1|Txn1|Vegfc|Grem1|Ccl19|Mmd|Il34|Ogt|Lrrk1|Pde4d,-3.9,Pdgfra_low_UP
GO Biological Processes,19,GO:0019730,antimicrobial humoral response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.3,5,6.3,16289,121,325,12,3.7,1,11535|11820|12010|17329|18829|20296|20306|20307|20311|20312|24047|55985,Adm|App|B2m|Cxcl9|Ccl21a|Ccl2|Ccl7|Ccl8|Cxcl5|Cx3cl1|Ccl19|Cxcl13,-3.9,Pdgfra_low_UP
GO Biological Processes,19,GO:1903039,positive regulation of leukocyte cell-cell adhesion,19_GO:0048518 positive regulation of biological process,-5.3,3.4,5.7,16289,262,325,18,5.5,1.3,12010|12505|14960|14961|14969|14998|16000|16149|16195|16196|16452|17311|17973|18829|20296|22329|24047|24099,B2m|Cd44|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Igf1|Cd74|Il6st|Il7|Jak2|Kitl|Nck1|Ccl21a|Ccl2|Vcam1|Ccl19|Tnfsf13b,-3.9,Pdgfra_low_UP
GO Biological Processes,19,GO:0050870,positive regulation of T cell activation,19_GO:0002376 immune system process,-5.2,3.6,5.7,16289,237,325,17,5.2,1.2,12010|14960|14961|14969|14998|16000|16149|16195|16196|16452|17311|17973|18829|20296|22329|24047|24099,B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Igf1|Cd74|Il6st|Il7|Jak2|Kitl|Nck1|Ccl21a|Ccl2|Vcam1|Ccl19|Tnfsf13b,-3.9,Pdgfra_low_UP
GO Biological Processes,19,GO:0052547,regulation of peptidase activity,19_GO:0008152 metabolic process,-5.2,3,5.5,16289,346,325,21,6.5,1.4,11820|12043|12258|12505|13014|14102|16452|16912|16913|20708|20720|20723|20733|20846|21353|21788|21857|66222|69538|238393|282663,App|Bcl2|Serping1|Cd44|Cstb|Fas|Jak2|Psmb9|Psmb8|Serpinb6b|Serpine2|Serpinb9|Spint2|Stat1|Tank|Tfpi|Timp1|Serpinb1a|Antxr1|Serpina3f|Serpinb1b,-3.9,Pdgfra_low_UP
KEGG Pathway,24,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),,-5.1,3.7,5.7,16289,216,325,16,4.9,1.2,12010|12317|14102|14677|14701|14964|14972|15018|15040|18595|18795|20296|20312|21355|21356|110557,B2m|Calr|Fas|Gnai1|Gng12|H2-D1|H2-K1|H2-Q7|H2-T23|Pdgfra|Plcb1|Ccl2|Cx3cl1|Tap2|Tapbp|H2-Q6,-3.8,Pdgfra_low_UP
GO Biological Processes,19,GO:0002484,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,19_GO:0002376 immune system process,-5.1,12,7.9,16289,25,325,6,1.8,0.75,14964|14972|15018|15040|21355|110557,H2-D1|H2-K1|H2-Q7|H2-T23|Tap2|H2-Q6,-3.8,Pdgfra_low_UP
GO Biological Processes,19,GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,19_GO:0002376 immune system process,-5.1,12,7.9,16289,25,325,6,1.8,0.75,14964|14972|15018|15040|21355|110557,H2-D1|H2-K1|H2-Q7|H2-T23|Tap2|H2-Q6,-3.8,Pdgfra_low_UP
Reactome Gene Sets,6,R-MMU-1236977,Endosomal/Vacuolar pathway,,-5.1,17,8.7,16289,15,325,5,1.5,0.68,12010|14972|15018|15040|110557,B2m|H2-K1|H2-Q7|H2-T23|H2-Q6,-3.8,Pdgfra_low_UP
GO Biological Processes,19,GO:0002485,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent",19_GO:0002376 immune system process,-5.1,50,12,16289,3,325,3,0.92,0.53,14964|14972|21355,H2-D1|H2-K1|Tap2,-3.8,Pdgfra_low_UP
KEGG Pathway,24,mmu04064,NF-kappa B signaling pathway - Mus musculus (house mouse),,-5.1,5.3,6.2,16289,105,325,11,3.4,1,11797|12043|12475|16803|18829|19698|21929|22031|22329|24047|24099,Birc2|Bcl2|Cd14|Lbp|Ccl21a|Relb|Tnfaip3|Traf3|Vcam1|Ccl19|Tnfsf13b,-3.8,Pdgfra_low_UP
KEGG Pathway,24,mmu04640,Hematopoietic cell lineage - Mus musculus (house mouse),,-5.1,5.8,6.4,16289,86,325,10,3.1,0.96,12475|12505|14960|14961|14969|14998|16196|16403|17311|109700,Cd14|Cd44|H2-Aa|H2-Ab1|H2-Eb1|H2-DMa|Il7|Itga6|Kitl|Itga1,-3.8,Pdgfra_low_UP
GO Biological Processes,19,GO:0071346,cellular response to type II interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.1,5.8,6.4,16289,86,325,10,3.1,0.96,14469|14961|15018|16452|17472|20296|20846|76074|100702|229898,Gbp2|H2-Ab1|H2-Q7|Jak2|Gbp4|Ccl2|Stat1|Gbp8|Gbp6|Gbp5,-3.8,Pdgfra_low_UP
WikiPathways,27,WP2292,Chemokine signaling pathway,,-5.1,4.1,5.8,16289,170,325,14,4.3,1.1,14677|14701|16452|17329|18795|18829|20296|20306|20307|20311|20312|20846|24047|55985,Gnai1|Gng12|Jak2|Cxcl9|Plcb1|Ccl21a|Ccl2|Ccl7|Ccl8|Cxcl5|Cx3cl1|Stat1|Ccl19|Cxcl13,-3.8,Pdgfra_low_UP
KEGG Pathway,24,mmu05168,Herpes simplex virus 1 infection - Mus musculus (house mouse),,-5.1,2.8,5.3,16289,409,325,23,7.1,1.4,11797|12010|12043|12266|12317|14102|14960|14961|14964|14969|14972|14998|15018|15040|15976|16149|16452|20296|20846|21355|21356|22031|110557,Birc2|B2m|Bcl2|C3|Calr|Fas|H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-DMa|H2-Q7|H2-T23|Ifnar2|Cd74|Jak2|Ccl2|Stat1|Tap2|Tapbp|Traf3|H2-Q6,-3.8,Pdgfra_low_UP
Reactome Gene Sets,6,R-MMU-109582,Hemostasis,,-5.1,2.6,5.2,16289,499,325,26,8,1.5,11820|12258|12505|12759|14677|14701|15234|16000|16149|16403|16452|18791|19246|20501|20541|20720|20969|20971|21788|21857|22341|23984|54519|109711|238393|269152,App|Serping1|Cd44|Clu|Gnai1|Gng12|Hgf|Igf1|Cd74|Itga6|Jak2|Plat|Ptpn1|Slc16a1|Slc8a1|Serpine2|Sdc1|Sdc4|Tfpi|Timp1|Vegfc|Pde10a|Apbb1ip|Actn1|Serpina3f|Kif26b,-3.8,Pdgfra_low_UP
KEGG Pathway,24,mmu05200,Pathways in cancer - Mus musculus (house mouse),,-5.1,2.6,5.2,16289,500,325,26,8,1.5,11797|12043|14102|14165|14178|14677|14701|14862|15234|15976|16000|16164|16195|16196|16403|16452|16772|17311|18595|18795|20846|22027|22031|22341|56615|112407,Birc2|Bcl2|Fas|Fgf10|Fgf7|Gnai1|Gng12|Gstm1|Hgf|Ifnar2|Igf1|Il13ra1|Il6st|Il7|Itga6|Jak2|Lama1|Kitl|Pdgfra|Plcb1|Stat1|Hsp90b1|Traf3|Vegfc|Mgst1|Egln3,-3.8,Pdgfra_low_UP
GO Biological Processes,19,GO:0097529,myeloid leukocyte migration,19_GO:0002376 immune system process,-5,4.7,6,16289,127,325,12,3.7,1,16803|17311|17329|20296|20306|20307|20311|20312|24047|55985|109700|238871,Lbp|Kitl|Cxcl9|Ccl2|Ccl7|Ccl8|Cxcl5|Cx3cl1|Ccl19|Cxcl13|Itga1|Pde4d,-3.7,Pdgfra_low_UP
