Category	CategoryID	GO	Description	PARENT_GO	LogP	Enrichment	Z-score	#TotalGeneInLibrary	#GeneInGO	#GeneInHitList	#GeneInGOAndHitList	%InGO	STDV %InGO	GeneID	Hits	Log(q-value)	GeneList
GO Molecular Functions	21	GO:0046703	natural killer cell lectin-like receptor binding		-7.8	23	12	16230	24	208	7	3.4	1.3	14964|14972|15015|15018|15039|15040|110557	H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|H2-Q6	-6.1	Cajal_UP
GO Biological Processes	19	GO:0019835	cytolysis	19_GO:0009987 cellular process	-7.7	49	15	16230	8	208	5	2.4	1.1	14469|16145|55932|229898|229900	Gbp2|Igtp|Gbp3|Gbp5|Gbp7	-6	Cajal_UP
GO Molecular Functions	21	GO:0017111	ribonucleoside triphosphate phosphatase activity		-7.7	3.6	7.1	16230	568	208	26	12	2.3	11307|11938|14469|14579|14675|14696|15944|15953|16145|17472|20928|21354|26908|54396|55932|60440|71586|75141|76074|100702|229898|229900|230073|232441|240327|100039796	Abcg1|Atp2a2|Gbp2|Gem|Gna14|Gnb4|Irgm1|Ifi47|Igtp|Gbp4|Abcc9|Tap1|Eif2s3y|Irgm2|Gbp3|Iigp1|Ifih1|Rasd2|Gbp8|Gbp6|Gbp5|Gbp7|Rigi|Rerg|Iigp1c|Tgtp2	-6	Cajal_UP
KEGG Pathway	24	mmu05163	Human cytomegalovirus infection - Mus musculus (house mouse)		-7.7	5.8	8.1	16230	216	208	16	7.7	1.8	12010|14696|14701|14964|14972|15015|15018|15039|15040|18033|18035|19218|20296|21354|21356|110557	B2m|Gnb4|Gng12|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|Nfkb1|Nfkbia|Ptger3|Ccl2|Tap1|Tapbp|H2-Q6	-6	Cajal_UP
GO Cellular Components	20	GO:0030670	phagocytic vesicle membrane		-7.7	22	12	16230	25	208	7	3.4	1.3	12010|14964|14972|15018|15040|21354|21356	B2m|H2-D1|H2-K1|H2-Q7|H2-T23|Tap1|Tapbp	-6	Cajal_UP
GO Biological Processes	19	GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	19_GO:0002376 immune system process	-7.7	22	12	16230	25	208	7	3.4	1.3	14964|14972|15015|15018|15039|15040|110557	H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|H2-Q6	-6	Cajal_UP
GO Biological Processes	19	GO:0022612	gland morphogenesis	19_GO:0032502 developmental process	-7.6	8.3	8.9	16230	113	208	12	5.8	1.6	12043|12608|12977|16000|16011|16974|18033|18089|19206|20348|20377|75605	Bcl2|Cebpb|Csf1|Igf1|Igfbp5|Lrp6|Nfkb1|Nkx2-3|Ptch1|Sema3c|Sfrp1|Kdm5b	-5.9	Cajal_UP
GO Biological Processes	19	GO:0001906	cell killing	19_GO:0009987 cellular process	-7.6	8.2	8.8	16230	114	208	12	5.8	1.6	12010|12266|14469|14964|14972|15040|16145|17105|54396|55932|229898|229900	B2m|C3|Gbp2|H2-D1|H2-K1|H2-T23|Igtp|Lyz2|Irgm2|Gbp3|Gbp5|Gbp7	-5.9	Cajal_UP
GO Cellular Components	20	GO:0005795	Golgi stack		-7.6	9.3	9.1	16230	92	208	11	5.3	1.6	14964|14972|15015|15018|17105|17158|27277|57437|110557|211499|269181	H2-D1|H2-K1|H2-Q4|H2-Q7|Lyz2|Man2a1|Golga5|Golga7|H2-Q6|Tmem87a|Mgat4a	-5.9	Cajal_UP
GO Biological Processes	19	GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	19_GO:0002376 immune system process	-7.6	21	12	16230	26	208	7	3.4	1.3	14964|14972|15015|15018|15039|15040|110557	H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|H2-Q6	-5.9	Cajal_UP
GO Biological Processes	19	GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	19_GO:0002376 immune system process	-7.6	21	12	16230	26	208	7	3.4	1.3	14964|14972|15015|15018|15039|15040|110557	H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|H2-Q6	-5.9	Cajal_UP
GO Biological Processes	19	GO:0001916	positive regulation of T cell mediated cytotoxicity	19_GO:0002376 immune system process	-7.5	16	11	16230	40	208	8	3.8	1.3	12010|14964|14972|15015|15018|15039|15040|110557	B2m|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|H2-Q6	-5.8	Cajal_UP
KEGG Pathway	24	mmu05166	Human T-cell leukemia virus 1 infection - Mus musculus (house mouse)		-7.4	5.5	7.8	16230	226	208	16	7.7	1.8	12010|14960|14961|14964|14969|14972|14999|15015|15018|15039|15040|18033|18035|19698|23871|110557	B2m|H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-DMb1|H2-Q4|H2-Q7|H2-T22|H2-T23|Nfkb1|Nfkbia|Relb|Ets1|H2-Q6	-5.8	Cajal_UP
KEGG Pathway	24	mmu05170	Human immunodeficiency virus 1 infection - Mus musculus (house mouse)		-7.3	5.8	7.8	16230	201	208	15	7.2	1.8	12010|12043|14696|14701|14964|14972|15015|15018|15039|15040|18033|18035|21354|21356|110557	B2m|Bcl2|Gnb4|Gng12|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|Nfkb1|Nfkbia|Tap1|Tapbp|H2-Q6	-5.7	Cajal_UP
GO Biological Processes	19	GO:0071356	cellular response to tumor necrosis factor	19_GO:0050896 response to stimulus	-7.2	7.6	8.3	16230	124	208	12	5.8	1.6	11796|11797|16362|18033|18035|20296|20377|20846|55932|59079|60595|84094	Birc3|Birc2|Irf1|Nfkb1|Nfkbia|Ccl2|Sfrp1|Stat1|Gbp3|Erbin|Actn4|Plvap	-5.6	Cajal_UP
GO Biological Processes	19	GO:0009615	response to virus	19_GO:0044419 biological process involved in interspecies interaction between organisms	-7.2	4.7	7.3	16230	301	208	18	8.7	1.9	12043|15944|16145|16362|16819|18033|20846|20928|54396|66141|68713|71586|77125|80876|100689|229898|229900|230073	Bcl2|Irgm1|Igtp|Irf1|Lcn2|Nfkb1|Stat1|Abcc9|Irgm2|Ifitm3|Ifitm1|Ifih1|Il33|Ifitm2|Spon2|Gbp5|Gbp7|Rigi	-5.6	Cajal_UP
GO Biological Processes	19	GO:0002503	peptide antigen assembly with MHC class II protein complex	19_GO:0002376 immune system process	-7.1	39	14	16230	10	208	5	2.4	1.1	12010|14960|14961|14969|14999	B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMb1	-5.5	Cajal_UP
GO Biological Processes	19	GO:0002399	MHC class II protein complex assembly	19_GO:0009987 cellular process	-7.1	39	14	16230	10	208	5	2.4	1.1	12010|14960|14961|14969|14999	B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMb1	-5.5	Cajal_UP
GO Biological Processes	19	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	19_GO:0002376 immune system process	-7	25	12	16230	19	208	6	2.9	1.2	12010|14960|14961|14969|14999|16149	B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMb1|Cd74	-5.4	Cajal_UP
KEGG Pathway	24	mmu05167	Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse)		-6.9	5.9	7.6	16230	185	208	14	6.7	1.7	12266|14696|14701|14964|14972|15015|15018|15039|15040|18033|18035|20846|21416|110557	C3|Gnb4|Gng12|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|Nfkb1|Nfkbia|Stat1|Tcf7l2|H2-Q6	-5.4	Cajal_UP
GO Molecular Functions	21	GO:0016462	pyrophosphatase activity		-6.9	3.2	6.5	16230	625	208	26	12	2.3	11307|11938|14469|14579|14675|14696|15944|15953|16145|17472|20928|21354|26908|54396|55932|60440|71586|75141|76074|100702|229898|229900|230073|232441|240327|100039796	Abcg1|Atp2a2|Gbp2|Gem|Gna14|Gnb4|Irgm1|Ifi47|Igtp|Gbp4|Abcc9|Tap1|Eif2s3y|Irgm2|Gbp3|Iigp1|Ifih1|Rasd2|Gbp8|Gbp6|Gbp5|Gbp7|Rigi|Rerg|Iigp1c|Tgtp2	-5.3	Cajal_UP
GO Biological Processes	19	GO:0001914	regulation of T cell mediated cytotoxicity	19_GO:0002376 immune system process	-6.9	13	9.6	16230	47	208	8	3.8	1.3	12010|14964|14972|15015|15018|15039|15040|110557	B2m|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|H2-Q6	-5.3	Cajal_UP
GO Molecular Functions	21	GO:0023023	MHC protein complex binding		-6.9	23	11	16230	20	208	6	2.9	1.2	12010|14960|14961|14969|14999|16149	B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMb1|Cd74	-5.3	Cajal_UP
GO Molecular Functions	21	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides		-6.8	3.2	6.5	16230	631	208	26	12	2.3	11307|11938|14469|14579|14675|14696|15944|15953|16145|17472|20928|21354|26908|54396|55932|60440|71586|75141|76074|100702|229898|229900|230073|232441|240327|100039796	Abcg1|Atp2a2|Gbp2|Gem|Gna14|Gnb4|Irgm1|Ifi47|Igtp|Gbp4|Abcc9|Tap1|Eif2s3y|Irgm2|Gbp3|Iigp1|Ifih1|Rasd2|Gbp8|Gbp6|Gbp5|Gbp7|Rigi|Rerg|Iigp1c|Tgtp2	-5.3	Cajal_UP
GO Molecular Functions	21	GO:0016817	hydrolase activity, acting on acid anhydrides		-6.8	3.2	6.5	16230	632	208	26	12	2.3	11307|11938|14469|14579|14675|14696|15944|15953|16145|17472|20928|21354|26908|54396|55932|60440|71586|75141|76074|100702|229898|229900|230073|232441|240327|100039796	Abcg1|Atp2a2|Gbp2|Gem|Gna14|Gnb4|Irgm1|Ifi47|Igtp|Gbp4|Abcc9|Tap1|Eif2s3y|Irgm2|Gbp3|Iigp1|Ifih1|Rasd2|Gbp8|Gbp6|Gbp5|Gbp7|Rigi|Rerg|Iigp1c|Tgtp2	-5.3	Cajal_UP
GO Cellular Components	20	GO:0031985	Golgi cisterna		-6.8	10	8.9	16230	67	208	9	4.3	1.4	14964|14972|15015|15018|17105|17158|27277|110557|211499	H2-D1|H2-K1|H2-Q4|H2-Q7|Lyz2|Man2a1|Golga5|H2-Q6|Tmem87a	-5.2	Cajal_UP
GO Biological Processes	19	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	19_GO:0002376 immune system process	-6.7	22	11	16230	21	208	6	2.9	1.2	12010|14960|14961|14969|14999|16149	B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMb1|Cd74	-5.2	Cajal_UP
GO Biological Processes	19	GO:0002252	immune effector process	19_GO:0002376 immune system process	-6.6	4.1	6.7	16230	366	208	19	9.1	2	12010|12266|12608|12759|14960|14961|14964|14969|14972|14999|15040|15900|16149|18089|19698|50908|77125|100689|214162	B2m|C3|Cebpb|Clu|H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-DMb1|H2-T23|Irf8|Cd74|Nkx2-3|Relb|C1s1|Il33|Spon2|Kmt2a	-5.1	Cajal_UP
GO Biological Processes	19	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	19_GO:0002376 immune system process	-6.6	21	11	16230	22	208	6	2.9	1.2	12010|14960|14961|14969|14999|16149	B2m|H2-Aa|H2-Ab1|H2-Eb1|H2-DMb1|Cd74	-5.1	Cajal_UP
GO Biological Processes	19	GO:0008285	negative regulation of cell population proliferation	19_GO:0048519 negative regulation of biological process	-6.6	3	6.3	16230	693	208	27	13	2.3	12010|12043|12160|12608|12703|12778|14319|14960|15944|16000|16011|16974|19206|19378|20296|20377|20564|20656|20846|23892|26931|66141|68713|77125|107869|214162|232441	B2m|Bcl2|Bmp5|Cebpb|Socs1|Ackr3|Fth1|H2-Aa|Irgm1|Igf1|Igfbp5|Lrp6|Ptch1|Aldh1a2|Ccl2|Sfrp1|Slit3|Sod2|Stat1|Grem1|Ppp2r5c|Ifitm3|Ifitm1|Il33|Cth|Kmt2a|Rerg	-5.1	Cajal_UP
GO Biological Processes	19	GO:0034612	response to tumor necrosis factor	19_GO:0050896 response to stimulus	-6.4	6.4	7.5	16230	147	208	12	5.8	1.6	11796|11797|16362|18033|18035|20296|20377|20846|55932|59079|60595|84094	Birc3|Birc2|Irf1|Nfkb1|Nfkbia|Ccl2|Sfrp1|Stat1|Gbp3|Erbin|Actn4|Plvap	-4.9	Cajal_UP
Reactome Gene Sets	6	R-MMU-1280218	Adaptive Immune System		-6.4	3.1	6.2	16230	622	208	25	12	2.3	12010|12266|12703|14972|15015|15018|15039|15040|16149|16912|16913|18033|18035|19171|19186|21354|21356|26931|66141|67138|68097|68713|80876|110557|218203	B2m|C3|Socs1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|Cd74|Psmb9|Psmb8|Nfkb1|Nfkbia|Psmb10|Psme1|Tap1|Tapbp|Ppp2r5c|Ifitm3|Herc6|Dynll2|Ifitm1|Ifitm2|H2-Q6|Mylip	-4.9	Cajal_UP
GO Biological Processes	19	GO:0001912	positive regulation of leukocyte mediated cytotoxicity	19_GO:0002376 immune system process	-6.3	9.4	8.3	16230	75	208	9	4.3	1.4	12010|14964|14972|15015|15018|15039|15040|20296|110557	B2m|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|Ccl2|H2-Q6	-4.9	Cajal_UP
KEGG Pathway	24	mmu04514	Cell adhesion molecules - Mus musculus (house mouse)		-6.2	6.2	7.3	16230	151	208	12	5.8	1.6	14960|14961|14964|14969|14972|14999|15015|15018|15039|15040|18191|110557	H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-DMb1|H2-Q4|H2-Q7|H2-T22|H2-T23|Nrxn3|H2-Q6	-4.8	Cajal_UP
GO Cellular Components	20	GO:0005774	vacuolar membrane		-6.2	4.8	6.8	16230	244	208	15	7.2	1.8	14964|14969|14972|14999|15018|15039|15944|16145|54396|54673|56722|66141|68713|80876|110557	H2-D1|H2-Eb1|H2-K1|H2-DMb1|H2-Q7|H2-T22|Irgm1|Igtp|Irgm2|Sh3glb1|Litaf|Ifitm3|Ifitm1|Ifitm2|H2-Q6	-4.8	Cajal_UP
GO Biological Processes	19	GO:0031341	regulation of cell killing	19_GO:0050789 regulation of biological process	-6.2	6.8	7.5	16230	126	208	11	5.3	1.6	12010|12266|14964|14972|15015|15018|15039|15040|20296|21354|110557	B2m|C3|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|Ccl2|Tap1|H2-Q6	-4.7	Cajal_UP
GO Biological Processes	19	GO:0031349	positive regulation of defense response	19_GO:0048518 positive regulation of biological process	-6.1	3.8	6.3	16230	393	208	19	9.1	2	11754|12266|12608|14469|15944|16145|16149|18035|19218|20787|23871|54396|55932|71586|77125|110651|229898|229900|230073	Aoc3|C3|Cebpb|Gbp2|Irgm1|Igtp|Cd74|Nfkbia|Ptger3|Srebf1|Ets1|Irgm2|Gbp3|Ifih1|Il33|Rps6ka3|Gbp5|Gbp7|Rigi	-4.7	Cajal_UP
GO Biological Processes	19	GO:0002253	activation of immune response	19_GO:0002376 immune system process	-6.1	4.2	6.5	16230	319	208	17	8.2	1.9	12043|12266|14469|15944|16145|18033|18035|18578|50908|54396|55932|71586|101476|110651|229898|229900|230073	Bcl2|C3|Gbp2|Irgm1|Igtp|Nfkb1|Nfkbia|Pde4b|C1s1|Irgm2|Gbp3|Ifih1|Plekha1|Rps6ka3|Gbp5|Gbp7|Rigi	-4.7	Cajal_UP
GO Biological Processes	19	GO:0002699	positive regulation of immune effector process	19_GO:0002376 immune system process	-6.1	4.4	6.5	16230	286	208	16	7.7	1.8	12010|12266|14964|14972|14999|15015|15018|15039|15040|16149|16362|20296|77125|100689|110557|230073	B2m|C3|H2-D1|H2-K1|H2-DMb1|H2-Q4|H2-Q7|H2-T22|H2-T23|Cd74|Irf1|Ccl2|Il33|Spon2|H2-Q6|Rigi	-4.6	Cajal_UP
GO Biological Processes	19	GO:0014070	response to organic cyclic compound	19_GO:0050896 response to stimulus	-6	3.1	6	16230	605	208	24	12	2.2	12043|12703|12916|14675|16000|16011|16974|17718|18023|18033|18035|18578|19206|19218|20210|20296|20377|20846|20928|21336|54611|70315|71586|230073	Bcl2|Socs1|Crem|Gna14|Igf1|Igfbp5|Lrp6|ND3|Nfe2l1|Nfkb1|Nfkbia|Pde4b|Ptch1|Ptger3|Saa3|Ccl2|Sfrp1|Stat1|Abcc9|Tacr1|Pde3a|Hdac8|Ifih1|Rigi	-4.6	Cajal_UP
GO Biological Processes	19	GO:0001910	regulation of leukocyte mediated cytotoxicity	19_GO:0002376 immune system process	-6	7.4	7.5	16230	106	208	10	4.8	1.5	12010|14964|14972|15015|15018|15039|15040|20296|21354|110557	B2m|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|Ccl2|Tap1|H2-Q6	-4.6	Cajal_UP
GO Cellular Components	20	GO:0030666	endocytic vesicle membrane		-6	13	8.8	16230	43	208	7	3.4	1.3	12010|14964|14972|15018|15040|21354|21356	B2m|H2-D1|H2-K1|H2-Q7|H2-T23|Tap1|Tapbp	-4.6	Cajal_UP
GO Biological Processes	19	GO:0032103	positive regulation of response to external stimulus	19_GO:0048518 positive regulation of biological process	-5.9	3.3	6	16230	528	208	22	11	2.1	11754|12266|12608|12977|14469|15944|16145|16149|18035|19218|20296|20787|21828|23871|54396|55932|71586|77125|110651|229898|229900|230073	Aoc3|C3|Cebpb|Csf1|Gbp2|Irgm1|Igtp|Cd74|Nfkbia|Ptger3|Ccl2|Srebf1|Thbs4|Ets1|Irgm2|Gbp3|Ifih1|Il33|Rps6ka3|Gbp5|Gbp7|Rigi	-4.5	Cajal_UP
GO Cellular Components	20	GO:0005789	endoplasmic reticulum membrane		-5.9	3.1	5.9	16230	574	208	23	11	2.2	11938|12010|12043|14964|14972|15015|15018|15040|15944|15953|16145|18023|20250|21354|21356|54396|60440|64898|67704|110557|170439|240327|100039796	Atp2a2|B2m|Bcl2|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T23|Irgm1|Ifi47|Igtp|Nfe2l1|Scd2|Tap1|Tapbp|Irgm2|Iigp1|Lpin2|1810037I17Rik|H2-Q6|Elovl6|Iigp1c|Tgtp2	-4.5	Cajal_UP
GO Cellular Components	20	GO:0005801	cis-Golgi network		-5.9	9.9	8.1	16230	63	208	8	3.8	1.3	14964|14972|15018|15039|17158|27277|109181|110557	H2-D1|H2-K1|H2-Q7|H2-T22|Man2a1|Golga5|Trip11|H2-Q6	-4.5	Cajal_UP
GO Biological Processes	19	GO:0031343	positive regulation of cell killing	19_GO:0048518 positive regulation of biological process	-5.9	8.3	7.6	16230	85	208	9	4.3	1.4	12010|14964|14972|15015|15018|15039|15040|20296|110557	B2m|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|Ccl2|H2-Q6	-4.5	Cajal_UP
GO Biological Processes	19	GO:0140888	interferon-mediated signaling pathway	19_GO:0050896 response to stimulus	-5.8	16	9.3	16230	29	208	6	2.9	1.2	16362|20846|66141|68713|71586|80876	Irf1|Stat1|Ifitm3|Ifitm1|Ifih1|Ifitm2	-4.4	Cajal_UP
GO Biological Processes	19	GO:0071407	cellular response to organic cyclic compound	19_GO:0050896 response to stimulus	-5.8	3.7	6.1	16230	376	208	18	8.7	1.9	12703|14675|16000|16011|16974|17718|18023|18033|18035|18578|19206|19218|20296|20846|54611|70315|71586|230073	Socs1|Gna14|Igf1|Igfbp5|Lrp6|ND3|Nfe2l1|Nfkb1|Nfkbia|Pde4b|Ptch1|Ptger3|Ccl2|Stat1|Pde3a|Hdac8|Ifih1|Rigi	-4.4	Cajal_UP
GO Biological Processes	19	GO:0071211	protein targeting to vacuole involved in autophagy	19_GO:0051179 localization	-5.8	39	12	16230	8	208	4	1.9	0.95	12759|15944|16145|54396	Clu|Irgm1|Igtp|Irgm2	-4.4	Cajal_UP
GO Molecular Functions	21	GO:0051434	BH3 domain binding		-5.8	39	12	16230	8	208	4	1.9	0.95	12043|15944|16145|54396	Bcl2|Irgm1|Igtp|Irgm2	-4.4	Cajal_UP
KEGG Pathway	24	mmu05164	Influenza A - Mus musculus (house mouse)		-5.7	6.1	6.9	16230	140	208	11	5.3	1.6	14960|14961|14969|14999|18033|18035|20296|20846|71586|77125|230073	H2-Aa|H2-Ab1|H2-Eb1|H2-DMb1|Nfkb1|Nfkbia|Ccl2|Stat1|Ifih1|Il33|Rigi	-4.4	Cajal_UP
GO Cellular Components	20	GO:0098827	endoplasmic reticulum subcompartment		-5.7	3	5.8	16230	589	208	23	11	2.2	11938|12010|12043|14964|14972|15015|15018|15040|15944|15953|16145|18023|20250|21354|21356|54396|60440|64898|67704|110557|170439|240327|100039796	Atp2a2|B2m|Bcl2|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T23|Irgm1|Ifi47|Igtp|Nfe2l1|Scd2|Tap1|Tapbp|Irgm2|Iigp1|Lpin2|1810037I17Rik|H2-Q6|Elovl6|Iigp1c|Tgtp2	-4.3	Cajal_UP
GO Biological Processes	19	GO:0160049	negative regulation of cGAS/STING signaling pathway	19_GO:0044419 biological process involved in interspecies interaction between organisms	-5.7	78	15	16230	3	208	3	1.4	0.83	15944|16145|54396	Irgm1|Igtp|Irgm2	-4.3	Cajal_UP
GO Biological Processes	19	GO:0048732	gland development	19_GO:0032502 developmental process	-5.7	3.7	6	16230	381	208	18	8.7	1.9	12043|12608|12977|16000|16011|16798|16974|17158|18033|18089|19206|20348|20377|20656|21412|21416|75605|109900	Bcl2|Cebpb|Csf1|Igf1|Igfbp5|Lats1|Lrp6|Man2a1|Nfkb1|Nkx2-3|Ptch1|Sema3c|Sfrp1|Sod2|Tcf21|Tcf7l2|Kdm5b|Asl	-4.3	Cajal_UP
GO Biological Processes	19	GO:0002821	positive regulation of adaptive immune response	19_GO:0002376 immune system process	-5.6	6	6.8	16230	143	208	11	5.3	1.6	12010|12266|14961|14964|14972|15015|15018|15039|15040|16149|110557	B2m|C3|H2-Ab1|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|Cd74|H2-Q6	-4.3	Cajal_UP
WikiPathways	27	WP1253	Type II interferon signaling (IFNG)		-5.6	15	9	16230	31	208	6	2.9	1.2	12703|15900|16362|16912|20846|21354	Socs1|Irf8|Irf1|Psmb9|Stat1|Tap1	-4.3	Cajal_UP
GO Biological Processes	19	GO:0009791	post-embryonic development	19_GO:0032502 developmental process	-5.6	6.7	7.1	16230	116	208	10	4.8	1.5	12043|18089|20348|20656|21416|75605|77446|101476|109900|214162	Bcl2|Nkx2-3|Sema3c|Sod2|Tcf7l2|Kdm5b|Heg1|Plekha1|Asl|Kmt2a	-4.3	Cajal_UP
KEGG Pathway	24	mmu05140	Leishmaniasis - Mus musculus (house mouse)		-5.6	9.2	7.7	16230	68	208	8	3.8	1.3	12266|14960|14961|14969|14999|18033|18035|20846	C3|H2-Aa|H2-Ab1|H2-Eb1|H2-DMb1|Nfkb1|Nfkbia|Stat1	-4.3	Cajal_UP
GO Cellular Components	20	GO:0098797	plasma membrane protein complex		-5.6	3.1	5.7	16230	553	208	22	11	2.1	11797|12010|14675|14696|14701|14960|14961|14964|14969|14972|14999|15015|15018|15039|15040|16000|16149|16974|18414|18578|20928|110557	Birc2|B2m|Gna14|Gnb4|Gng12|H2-Aa|H2-Ab1|H2-D1|H2-Eb1|H2-K1|H2-DMb1|H2-Q4|H2-Q7|H2-T22|H2-T23|Igf1|Cd74|Lrp6|Osmr|Pde4b|Abcc9|H2-Q6	-4.3	Cajal_UP
GO Cellular Components	20	GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network		-5.5	3	5.6	16230	602	208	23	11	2.2	11938|12010|12043|14964|14972|15015|15018|15040|15944|15953|16145|18023|20250|21354|21356|54396|60440|64898|67704|110557|170439|240327|100039796	Atp2a2|B2m|Bcl2|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T23|Irgm1|Ifi47|Igtp|Nfe2l1|Scd2|Tap1|Tapbp|Irgm2|Iigp1|Lpin2|1810037I17Rik|H2-Q6|Elovl6|Iigp1c|Tgtp2	-4.2	Cajal_UP
GO Biological Processes	19	GO:0002711	positive regulation of T cell mediated immunity	19_GO:0002376 immune system process	-5.5	8.9	7.6	16230	70	208	8	3.8	1.3	12010|14964|14972|15015|15018|15039|15040|110557	B2m|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|H2-Q6	-4.2	Cajal_UP
GO Biological Processes	19	GO:0032479	regulation of type I interferon production	19_GO:0032501 multicellular organismal process	-5.5	6.6	6.9	16230	119	208	10	4.8	1.5	15900|15944|16145|16362|17472|19698|20846|54396|71586|230073	Irf8|Irgm1|Igtp|Irf1|Gbp4|Relb|Stat1|Irgm2|Ifih1|Rigi	-4.2	Cajal_UP
GO Cellular Components	20	GO:0033106	cis-Golgi network membrane		-5.5	21	9.7	16230	19	208	5	2.4	1.1	14964|14972|15018|15039|110557	H2-D1|H2-K1|H2-Q7|H2-T22|H2-Q6	-4.2	Cajal_UP
GO Biological Processes	19	GO:0002218	activation of innate immune response	19_GO:0044419 biological process involved in interspecies interaction between organisms	-5.4	5.6	6.6	16230	152	208	11	5.3	1.6	14469|15944|16145|18035|54396|55932|71586|110651|229898|229900|230073	Gbp2|Irgm1|Igtp|Nfkbia|Irgm2|Gbp3|Ifih1|Rps6ka3|Gbp5|Gbp7|Rigi	-4.1	Cajal_UP
GO Biological Processes	19	GO:0002819	regulation of adaptive immune response	19_GO:0002376 immune system process	-5.4	4.7	6.2	16230	216	208	13	6.2	1.7	12010|12266|14961|14964|14972|15015|15018|15039|15040|16149|16362|77125|110557	B2m|C3|H2-Ab1|H2-D1|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|Cd74|Irf1|Il33|H2-Q6	-4.1	Cajal_UP
Reactome Gene Sets	6	R-MMU-2172127	DAP12 interactions		-5.3	10	7.7	16230	53	208	7	3.4	1.3	12010|14972|15015|15018|15039|15040|110557	B2m|H2-K1|H2-Q4|H2-Q7|H2-T22|H2-T23|H2-Q6	-4.1	Cajal_UP
GO Biological Processes	19	GO:0031640	killing of cells of another organism	19_GO:0044419 biological process involved in interspecies interaction between organisms	-5.3	10	7.6	16230	54	208	7	3.4	1.3	14469|16145|17105|54396|55932|229898|229900	Gbp2|Igtp|Lyz2|Irgm2|Gbp3|Gbp5|Gbp7	-4	Cajal_UP
GO Biological Processes	19	GO:0045596	negative regulation of cell differentiation	19_GO:0048519 negative regulation of biological process	-5.3	2.8	5.4	16230	671	208	24	12	2.2	11307|11906|12010|12703|15944|16000|16011|16149|16362|16974|18035|18383|19206|19218|20348|20377|20656|21416|23892|50766|65963|66058|70315|320404	Abcg1|Zfhx3|B2m|Socs1|Irgm1|Igf1|Igfbp5|Cd74|Irf1|Lrp6|Nfkbia|Tnfrsf11b|Ptch1|Ptger3|Sema3c|Sfrp1|Sod2|Tcf7l2|Grem1|Crim1|Tmem176b|Tmem176a|Hdac8|Itpkb	-4	Cajal_UP
GO Molecular Functions	21	GO:0019001	guanyl nucleotide binding		-5.2	3.6	5.7	16230	370	208	17	8.2	1.9	14469|14579|14675|15944|17472|23984|26908|54195|55932|60440|75141|76074|100702|229898|229900|230073|232441	Gbp2|Gem|Gna14|Irgm1|Gbp4|Pde10a|Eif2s3y|Gucy1b1|Gbp3|Iigp1|Rasd2|Gbp8|Gbp6|Gbp5|Gbp7|Rigi|Rerg	-4	Cajal_UP
